Model,Release Date,Release Year,Model ID,Device Type,Year,Month,Company,Company_real,Company ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Mass (grams),Pixel Density (per inch),Mass New,Depth New,principal component 1,principal component 2,Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams)
Sharp SH330U,2012-05-01,2012.333333,2723,Phone,2012,5,Sharp,Sharp Corporation,115,0.124973296,0.008388246,0.299680654,0.129496403,0.089430894,0.222222222,0.012931034,0.30338213,0.987068966,0.95766517,-0.09779262,-0.049851382,0.142974079,0.270491803,0.04233483,0.008971586,0.012931034
Sony Xperia P LT22 / LT22i (Sony Nyphon),2012-05-01,2012.333333,2724,Phone,2012,5,Sony,Sony Corporation,123,0.499984741,0.000243117,0.499771896,0.165467626,0.178861789,0.46031746,0.012931034,0.587077234,0.987068966,0.97177678,0.405392538,-0.229425658,0.144611187,0.299180328,0.02822322,0.00687322,0.012931034
Sony Xperia Sola MT27 / MT27i (Sony Pepper),2012-05-01,2012.333333,2725,Phone,2012,5,Sony,Sony Corporation,123,0.249977111,0.125838031,0.499771896,0.143884892,0.154471545,0.407738095,0.01012931,0.556032307,0.98987069,0.975625401,0.27695458,-0.184738323,0.14324693,0.274590164,0.024374599,0.00507462,0.01012931
Sony Xperia U ST25 / ST25i (Sony Kumquat),2012-05-01,2012.333333,2726,Phone,2012,5,Sony,Sony Corporation,123,0.249977111,0.125838031,0.499771896,0.129496403,0.154471545,0.407738095,0.010775862,0.593639576,0.989224138,0.962155228,0.284172943,-0.212863657,0.129604366,0.258196721,0.037844772,0.006102392,0.010775862
Sony Xperia U ST25a (Sony Kumquat),2012-05-01,2012.333333,2727,Phone,2012,5,Sony,Sony Corporation,123,0.249977111,0.125838031,0.499771896,0.129496403,0.154471545,0.407738095,0.010775862,0.593639576,0.989224138,0.962155228,0.284172943,-0.212863657,0.129604366,0.258196721,0.037844772,0.006102392,0.010775862
Sprint HTC EVO 4G LTE / EVO One (HTC Jet),2012-05-01,2012.333333,2728,Phone,2012,5,Sprint,Sprint Corporation,126,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.015948276,0.679202423,0.984051724,0.98152662,0.736633625,-0.208008831,0.170504775,0.351639344,0.01847338,0.008436289,0.015948276
T-Mobile Prism U8651 (Huawei Astro),2012-05-01,2012.333333,2729,Phone,2012,5,T-Mobile,T-Mobile,128,0.249977111,0.031878203,0.299680654,0.129496403,0.089430894,0.222222222,0.012931034,0.30338213,0.987068966,0.960872354,-0.024037592,-0.04361481,0.1473397,0.275819672,0.039127646,0.008928763,0.012931034
ZTE Skate Kis,2012-05-01,2012.333333,2730,Phone,2012,5,ZTE,ZTE,156,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.018965517,0.436648157,0.981034483,0.965362412,0.060969873,-0.1386089,0.152796726,0.268442623,0.034637588,0.011305484,0.018965517
Acer Iconia Tab A510 Olympic Edition,2012-06-01,2012.416667,2731,Tab,2012,6,Acer,Acer,3,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.132543103,0.264512872,0.867456897,0.968890314,0.690434539,0.503610829,0.688949523,0.517622951,0.031109686,0.097017322,0.132543103
Acer Iconia Tab A700 32GB,2012-06-01,2012.416667,2732,Tab,2012,6,Acer,Acer,3,0.499984741,0.499999488,0.649840327,0.604316547,0.739837398,0.579365079,0.130818966,0.452801615,0.869181034,0.969211033,0.881461633,0.452439508,0.691132333,0.516393443,0.030788967,0.096674732,0.130818966
Alcatel One Touch OT-986,2012-06-01,2012.416667,2733,Phone,2012,6,Alcatel,Alcatel-Lucent,6,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.018965517,0.713780919,0.981034483,0.976587556,0.702217791,-0.273641409,0.173260573,0.340163934,0.023412444,0.009849474,0.018965517
Alcatel One Touch OT-991,2012-06-01,2012.416667,2734,Phone,2012,6,Alcatel,Alcatel-Lucent,6,0.124973296,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.01549569,0.254164563,0.98450431,0.96985247,-0.050882799,-0.01594987,0.167803547,0.299180328,0.03014753,0.009742415,0.01549569
Asus Padfone,2012-06-01,2012.416667,2735,Tab,2012,6,Asus,Asus,14,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.016163793,0.679202423,0.983836207,0.980115459,0.656861984,-0.226519886,0.160709413,0.323770492,0.019884541,0.008864527,0.016163793
Asus Padfone A66 32GB,2012-06-01,2012.416667,2736,Tab,2012,6,Asus,Asus,14,0.499984741,0.499999488,0.755888685,0.18705036,0.178861789,0.46031746,0.01487069,0.535840485,0.98512931,0.980115459,0.697982504,-0.067184754,0.160709413,0.323770492,0.019884541,0.007044515,0.01487069
Asus Padfone A66 64GB,2012-06-01,2012.416667,2737,Tab,2012,6,Asus,Asus,14,0.499984741,1,0.755888685,0.18705036,0.178861789,0.46031746,0.017456897,1,0.982543103,0.980115459,1.001426044,-0.167675654,0.160709413,0.323770492,0.019884541,0.010470419,0.017456897
Hannspree HANNS pad SN-70T3,2012-06-01,2012.416667,2738,Tab,2012,6,Hannspree,HannStar Display Corporation,57,0.249977111,0.062079576,0.499771896,0.381294964,0.284552846,0.222222222,0.068965517,0.22387683,0.931034483,0.97177678,0.168478935,0.213731902,0.609822647,0.413934426,0.02822322,0.068132668,0.068965517
HTC One S Z560E (HTC Ville C),2012-06-01,2012.416667,2739,Phone,2012,6,HTC,HTC,61,0.499984741,0.249999232,0.849931569,0.18705036,0.178861789,0.46031746,0.012823276,0.535840485,0.987176724,0.988133419,0.665036528,-0.162140319,0.159618008,0.335655738,0.011866581,0.005031797,0.012823276
HTC One XL EU / Edge (HTC Evita),2012-06-01,2012.416667,2740,Phone,2012,6,HTC,HTC,61,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.01487069,0.679202423,0.98512931,0.982039769,0.819998644,-0.129066323,0.172987722,0.351639344,0.017960231,0.008521936,0.01487069
HTC One XT S720t (HTC Supreme),2012-06-01,2012.416667,2741,Phone,2012,6,HTC,HTC,61,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.015086207,0.679202423,0.984913793,0.982039769,0.820005264,-0.12897697,0.172987722,0.349836066,0.017960231,0.008457701,0.015086207
Huawei Activa 4G (Huawei M920),2012-06-01,2012.416667,2742,Phone,2012,6,Huawei,Huawei,62,0.249977111,0.016777517,0.399726275,0.129496403,0.089430894,0.222222222,0.017241379,0.30338213,0.982758621,0.970493906,0.024836373,-0.062329898,0.150068213,0.299180328,0.029506094,0.007751108,0.017241379
Huawei Ascend D1 (Huawei U9500),2012-06-01,2012.416667,2743,Phone,2012,6,Huawei,Huawei,62,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.015086207,0.713780919,0.984913793,0.982039769,0.702473322,-0.275722193,0.156889495,0.327868852,0.017960231,0.006295099,0.015086207
KDDI Sharp Aquos Phone Serie ISW16SH,2012-06-01,2012.416667,2744,Phone,2012,6,KDDI,Kyocera Corporation,74,0.499984741,0.249999232,0.749885948,0.208633094,0.25203252,0.619047619,0.01637931,0.692579505,0.98362069,0.967286722,0.738132913,-0.218331815,0.162346521,0.31557377,0.032713278,0.010491831,0.01637931
LG P880 Optimus 4X HD (LG X3),2012-06-01,2012.416667,2745,Phone,2012,6,LG,LG Electronics,77,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.017456897,0.679202423,0.982543103,0.980179602,0.736587394,-0.20726664,0.168076398,0.341803279,0.019820398,0.008307817,0.017456897
Meizu MX Quad-Core / MX 4-core 32GB,2012-06-01,2012.416667,2746,Phone,2012,6,Meizu,"Meizu Technology Co., Ltd",80,0.499984741,0.499999488,0.699863138,0.165467626,0.219512195,0.46031746,0.017025862,0.620393741,0.982974138,0.973059654,0.697786452,-0.104452508,0.154979536,0.296311475,0.026940346,0.007494165,0.017025862
Meizu MX Quad-Core 64GB,2012-06-01,2012.416667,2747,Phone,2012,6,Meizu,"Meizu Technology Co., Ltd",80,0.499984741,1,0.699863138,0.165467626,0.219512195,0.46031746,0.017025862,0.620393741,0.982974138,0.973059654,0.864512159,0.054414968,0.154979536,0.296311475,0.026940346,0.007472753,0.017025862
Motorola MOTO RAZR V MT887 (Motorola Yangtze),2012-06-01,2012.416667,2748,Phone,2012,6,Motorola,Motorola,87,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.014008621,0.535840485,0.985991379,0.985567672,0.469445361,-0.183958995,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621
Motorola Motosmart Mix XT553,2012-06-01,2012.416667,2749,Phone,2012,6,Motorola,Motorola,87,0.249977111,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.015409483,0.254164563,0.984590517,0.962796665,0.014331537,-0.016323345,0.165839018,0.282786885,0.037203335,0.010791598,0.015409483
Motorola MOTOSMART XT390,2012-06-01,2012.416667,2750,Phone,2012,6,Motorola,Motorola,87,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.010775862,0.30338213,0.989224138,0.967286722,0.021619965,-0.067398167,0.155525239,0.274590164,0.032713278,0.00822217,0.010775862
Motorola RAZR V XT889 (Motorola Yangtze),2012-06-01,2012.416667,2751,Phone,2012,6,Motorola,Motorola,87,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.014008621,0.535840485,0.985991379,0.985567672,0.469445361,-0.183958995,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621
Nokia Lumia 800C,2012-06-01,2012.416667,2752,Phone,2012,6,Nokia,Nokia Corporation,92,0.249977111,0.249999232,0.699863138,0.143884892,0.154471545,0.380952381,0.017672414,0.524230187,0.982327586,0.961513791,0.404382778,-0.149030849,0.149249659,0.276639344,0.038486209,0.009035822,0.017672414
Nokia Lumia 900 Batman The Dark Knight Rises Limited Edition (Nokia Ace),2012-06-01,2012.416667,2753,Phone,2012,6,Nokia,Nokia Corporation,92,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.021551724,0.436648157,0.978448276,0.965362412,0.387823852,-0.073235826,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724
NTT DoCoMo Sharp Aquos Phone st SH-07D,2012-06-01,2012.416667,2754,Phone,2012,6,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.062079576,0.499771896,0.122302158,0.306504065,0.222222222,0.010344828,0.618122161,0.989655172,0.960872354,0.365480117,-0.177969788,0.129604366,0.237704918,0.039127646,0.005652742,0.010344828
Orange Dublin P752V (ZTE Kis),2012-06-01,2012.416667,2755,Phone,2012,6,Orange,Orange UK,100,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.014655172,0.30338213,0.985344828,0.965362412,0.021606878,-0.065623068,0.152796726,0.268442623,0.034637588,0.008179346,0.014655172
Orange Santa Diego / Santa Clara (Intel Black Ray),2012-06-01,2012.416667,2756,Phone,2012,6,Orange,Orange UK,100,0.499984741,0.249999232,0.799908758,0.165467626,0.203252033,0.492063492,0.014439655,0.630994447,0.985560345,0.96863374,0.678453896,-0.215114581,0.154160982,0.303278689,0.03136626,0.008800291,0.014439655
Samsung GT-i9050,2012-06-01,2012.416667,2757,Phone,2012,6,Samsung,Samsung,113,0.499984741,0.249999232,0.499771896,0.179856115,0.154471545,0.380952381,0.014331897,0.446996466,0.985668103,0.971135343,0.414744207,-0.058922836,0.16425648,0.308606557,0.028864657,0.009378413,0.014331897
Samsung GT-S5690L Galaxy Xcover Extreme,2012-06-01,2012.416667,2758,Phone,2012,6,Samsung,Samsung,113,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.016271552,0.286976275,0.983728448,0.962475946,0.018101915,-0.051267878,0.16207367,0.297131148,0.037524054,0.011048541,0.016271552
Samsung GT-S6358 Galaxy Ace,2012-06-01,2012.416667,2759,Phone,2012,6,Samsung,Samsung,113,0.249977111,0.062079576,0.399726275,0.129496403,0.089430894,0.222222222,0.0125,0.30338213,0.9875,0.965362412,0.039444112,-0.049457007,0.150068213,0.266393443,0.034637588,0.007815344,0.0125
Samsung GT-S7530 Omnia M / GT-S7530E ,2012-06-01,2012.416667,2760,Phone,2012,6,Samsung,Samsung,113,0.187475204,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.012715517,0.480060575,0.987284483,0.97177678,0.194608741,-0.143995866,0.157162347,0.297540984,0.02822322,0.008072287,0.012715517
Samsung GT-S7530L Omnia M,2012-06-01,2012.416667,2761,Phone,2012,6,Samsung,Samsung,113,0.187475204,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.012715517,0.480060575,0.987284483,0.97177678,0.194608741,-0.143995866,0.157162347,0.297540984,0.02822322,0.008072287,0.012715517
Samsung SCH-i939 Galaxy S III (Samsung Midas),2012-06-01,2012.416667,2762,Phone,2012,6,Samsung,Samsung,113,0.499984741,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.017456897,0.659767794,0.982543103,0.981462476,0.705872041,-0.18480617,0.175170532,0.359016393,0.018537524,0.009142882,0.017456897
Samsung SGH-i577 Galaxy Exhilarate,2012-06-01,2012.416667,2763,Phone,2012,6,Samsung,Samsung,113,0.499984741,0.062079576,0.599817517,0.165467626,0.154471545,0.380952381,0.015086207,0.480060575,0.984913793,0.962155228,0.411390726,-0.159422512,0.154160982,0.299180328,0.037844772,0.010299124,0.015086207
Samsung SGH-i827 Galaxy Appeal,2012-06-01,2012.416667,2764,Phone,2012,6,Samsung,Samsung,113,0.249977111,0.062079576,0.399726275,0.107913669,0.089430894,0.222222222,0.013362069,0.344522968,0.986637931,0.948043618,0.045971538,-0.083372063,0.139699864,0.258196721,0.051956382,0.010213477,0.013362069
Samsung SGH-iT999 Galaxy S III,2012-06-01,2012.416667,2765,Phone,2012,6,Samsung,Samsung,113,1,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.015732759,0.659767794,0.984267241,0.98396408,0.96879849,-0.189534176,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759
Samsung SHW-M440S Galaxy S 3,2012-06-01,2012.416667,2766,Phone,2012,6,Samsung,Samsung,113,0.499984741,0.249999232,0.699863138,0.223021583,0.25203252,0.619047619,0.015732759,0.66027259,0.984267241,0.98396408,0.706137413,-0.18602307,0.174624829,0.359016393,0.01603592,0.008286406,0.015732759
Sony Xperia Ion LT28 / LT28i (Sony Aoba),2012-06-01,2012.416667,2767,Phone,2012,6,Sony,Sony Corporation,123,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.018103448,0.702423019,0.981896552,0.971135343,0.744535012,-0.224365688,0.167803547,0.344262295,0.028864657,0.011091365,0.018103448
Sony Xperia Ion LT28at (Sony Aoba),2012-06-01,2012.416667,2768,Phone,2012,6,Sony,Sony Corporation,123,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.018103448,0.702423019,0.981896552,0.971135343,0.744535012,-0.224365688,0.167803547,0.344262295,0.028864657,0.011091365,0.018103448
Spice Mi-425 Stellar,2012-06-01,2012.416667,2769,Phone,2012,6,Spice,Spice Digital,125,0.249977111,0.016777517,0.503773721,0.165467626,0.154471545,0.380952381,0.010775862,0.476527007,0.989224138,0.958948044,0.212496886,-0.157169254,0.155525239,0.31147541,0.041051956,0.011797957,0.010775862
T-Mobile Samsung SGH-T999V Galaxy S III,2012-06-01,2012.416667,2770,Phone,2012,6,T-Mobile,T-Mobile,128,1,0.250005786,0.755888685,0.223021583,0.25203252,0.619047619,0.016163793,0.659767794,0.983836207,0.98396408,0.998556519,-0.197682926,0.174897681,0.359016393,0.01603592,0.008307817,0.016163793
Toshiba Excite 7 T AT270 / Excite 7.7 AT275 32GB,2012-06-01,2012.416667,2771,Phone,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,0.499999488,0.749885948,0.431654676,0.479674797,0.380952381,0.05862069,0.381625442,0.94137931,0.989095574,0.74178492,0.289113429,0.540245566,0.353278689,0.010904426,0.036742822,0.05862069
Toshiba Regza Tablet AT500 36F,2012-06-01,2012.416667,2772,Tab,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.114224138,0.266027259,0.885775862,0.981398332,0.691177238,0.4940823,0.693315143,0.532377049,0.018601668,0.080401687,0.114224138
Toshiba Regza Tablet AT500 46F,2012-06-01,2012.416667,2773,Tab,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,1,0.649840327,0.604316547,0.479674797,0.380952381,0.114224138,0.266027259,0.885775862,0.981398332,0.857902945,0.652949776,0.693315143,0.532377049,0.018601668,0.080401687,0.114224138
Toshiba Regza Tablet AT570 36F,2012-06-01,2012.416667,2774,Tab,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,0.499999488,0.649840327,0.431654676,0.479674797,0.380952381,0.05862069,0.381625442,0.94137931,0.988454137,0.688625142,0.304039467,0.540245566,0.353278689,0.011545863,0.037320943,0.05862069
Toshiba Regza Tablet AT570 46F,2012-06-01,2012.416667,2775,Tab,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,1,0.649840327,0.431654676,0.479674797,0.380952381,0.05862069,0.381625442,0.94137931,0.988454137,0.855350849,0.462906942,0.540245566,0.353278689,0.011545863,0.037320943,0.05862069
Toshiba Regza Tablet AT700 46F,2012-06-01,2012.416667,2776,Tab,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,1,0.599817517,0.604316547,0.479674797,0.380952381,0.10237069,0.266027259,0.89762931,0.989737011,0.83155406,0.654748037,0.680763984,0.520491803,0.010262989,0.064835235,0.10237069
Toshiba Regza Tablet AT830 T6F,2012-06-01,2012.416667,2777,Tab,2012,6,Toshiba,Toshiba Corporation,136,0.499984741,1,0.699863138,0.834532374,0.609756098,0.430555556,0.202586207,0.236244321,0.797413793,0.975625401,0.974257702,0.869371626,0.920327422,0.665163934,0.024374599,0.144551742,0.202586207
Vodafone Smart II (TCL V860),2012-06-01,2012.416667,2778,Phone,2012,6,Vodafone,Vodafone,146,0.249977111,0.016777517,0.415733575,0.107913669,0.089430894,0.222222222,0.012931034,0.344522968,0.987068966,0.959910199,0.040166285,-0.101352291,0.140518417,0.245901639,0.040089801,0.007280046,0.012931034
ZTE Atlas W,2012-06-01,2012.416667,2779,Phone,2012,6,ZTE,ZTE,156,0.249977111,0.008388246,0.399726275,0.129496403,0.154471545,0.380952381,0.015086207,0.560070671,0.984913793,0.972418217,0.17274428,-0.211773987,0.140518417,0.270491803,0.027581783,0.005417211,0.015086207
Acer Iconia Tab A210 WiFi 16GB,2012-07-01,2012.5,2780,Tab,2012,7,Acer,Acer,3,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.140431034,0.264512872,0.859568966,0.95958948,0.580116949,0.435688554,0.691678035,0.516393443,0.04041052,0.111363296,0.140431034
Acer Iconia Tab A211 3G 8GB,2012-07-01,2012.5,2781,Tab,2012,7,Acer,Acer,3,0.499984741,0.125838031,0.599817517,0.604316547,0.479674797,0.380952381,0.140431034,0.264512872,0.859568966,0.95958948,0.538715263,0.396238241,0.691678035,0.516393443,0.04041052,0.111363296,0.140431034
Acer Iconia Tab A701 64GB,2012-07-01,2012.5,2782,Tab,2012,7,Acer,Acer,3,0.499984741,1,0.649840327,0.604316547,0.739837398,0.579365079,0.130818966,0.452801615,0.869181034,0.969211033,1.04818734,0.611306983,0.691132333,0.516393443,0.030788967,0.096674732,0.130818966
Asus Transformer Pad Infinity / Eee Pad Transformer Prime TF700T,2012-07-01,2012.5,2783,Tab,2012,7,Asus,Asus,14,0.499984741,1,0.799908758,0.604316547,0.739837398,0.579365079,0.113362069,0.452801615,0.886637931,0.984605516,1.128382624,0.580429768,0.699863574,0.540163934,0.015394484,0.077104255,0.113362069
Asus Transformer Pad Infinity 3G TF700TG 64GB,2012-07-01,2012.5,2784,Tab,2012,7,Asus,Asus,14,0.499984741,1,0.755888685,0.604316547,0.739837398,0.579365079,0.113362069,0.452801615,0.886637931,0.984605516,1.105011717,0.586972769,0.699863574,0.540163934,0.015394484,0.077104255,0.113362069
Google Nexus 7 16GB (Asus Nakasi),2012-07-01,2012.5,2785,Phone,2012,7,Google,Google,54,0.499984741,0.249999232,0.649840327,0.381294964,0.479674797,0.380952381,0.060344828,0.431600202,0.939655172,0.972097498,0.608589719,0.16908844,0.309686221,0.612704918,0.027902502,0.043851573,0.060344828
Google Nexus 7 8GB (Asus Nakasi),2012-07-01,2012.5,2786,Phone,2012,7,Google,Google,54,0.499984741,0.125838031,0.649840327,0.381294964,0.479674797,0.380952381,0.060344828,0.431600202,0.939655172,0.972097498,0.567188033,0.129638127,0.309686221,0.612704918,0.027902502,0.043851573,0.060344828
HTC One XC X720d (HTC Jel),2012-07-01,2012.5,2787,Phone,2012,7,HTC,HTC,61,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.016918103,0.679202423,0.983081897,0.978191148,0.736434194,-0.207317729,0.170504775,0.351639344,0.021808852,0.00946406,0.016918103
Huawei Ascend D1 XL (Huawei U9500E),2012-07-01,2012.5,2788,Phone,2012,7,Huawei,Huawei,62,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.018318966,0.713780919,0.981681034,0.965362412,0.701426517,-0.272936833,0.159345157,0.331557377,0.034637588,0.011326895,0.018318966
Huawei Ascend G500D U8832D (Huawei Panama),2012-07-01,2012.5,2789,Phone,2012,7,Huawei,Huawei,62,0.249977111,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.020689655,0.535840485,0.979310345,0.967286722,0.283874826,-0.162836365,0.159618008,0.331967213,0.032713278,0.01081301,0.020689655
Huawei Ascend Y201 Pro (Huawei U8666E),2012-07-01,2012.5,2790,Phone,2012,7,Huawei,Huawei,62,0.124973296,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.014008621,0.308177688,0.985991379,0.964079538,-0.042791309,-0.067521556,0.148703956,0.274590164,0.035920462,0.008286406,0.014008621
KDDI Sharp Aquos Phone CL IS17SH,2012-07-01,2012.5,2791,Phone,2012,7,KDDI,Kyocera Corporation,74,0.499984741,0.125838031,0.699863138,0.179856115,0.178861789,0.46031746,0.015517241,0.547955578,0.984482759,0.982039769,0.545718417,-0.188667497,0.159618008,0.340163934,0.017960231,0.006916044,0.015517241
Kyocera Hydro C5170,2012-07-01,2012.5,2792,Phone,2012,7,Kyocera,Kyocera Corporation,74,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.012931034,0.30338213,0.987068966,0.957023733,0.081929317,-0.073022252,0.151432469,0.270491803,0.042976267,0.010106417,0.012931034
Lenovo IdeaTab S2110A / S2-10 16GB,2012-07-01,2012.5,2793,Tab,2012,7,Lenovo,Lenovo,76,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.112068966,0.266027259,0.887931034,0.983386786,0.661000534,0.398712275,0.691132333,0.528688525,0.016613214,0.076611781,0.112068966
Lenovo IdeaTab S2110A 32GB,2012-07-01,2012.5,2794,Tab,2012,7,Lenovo,Lenovo,76,0.499984741,0.499999488,0.749885948,0.604316547,0.479674797,0.380952381,0.112068966,0.266027259,0.887931034,0.983386786,0.744363388,0.478146013,0.691132333,0.528688525,0.016613214,0.076611781,0.112068966
Meizu MX 2-core 16 GB,2012-07-01,2012.5,2795,Phone,2012,7,Meizu,"Meizu Technology Co., Ltd",80,0.499984741,0.249999232,0.749885948,0.165467626,0.219512195,0.46031746,0.017025862,0.620393741,0.982974138,0.973059654,0.640981446,-0.191321475,0.154979536,0.296311475,0.026940346,0.007494165,0.017025862
Motorola Atrix HD MB886 / Atrix 3 (Motorola Dinara),2012-07-01,2012.5,2796,Phone,2012,7,Motorola,Motorola,87,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.017241379,0.713780919,0.982758621,0.985246953,0.705946865,-0.275998782,0.172987722,0.346311475,0.014753047,0.007344282,0.017241379
Motorola Defy Pro XT560,2012-07-01,2012.5,2797,Phone,2012,7,Motorola,Motorola,87,0.249977111,0.016777517,0.499771896,0.071942446,0.154471545,0.142857143,0.012068966,0.424028269,0.987931034,0.959910199,0.086049254,-0.147837679,0.162346521,0.253278689,0.040089801,0.009892298,0.012068966
NEC Medias X N-07D,2012-07-01,2012.5,2798,Phone,2012,7,NEC,NEC Corporationæ,91,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.013577586,0.751640586,0.986422414,0.984605516,0.755390436,-0.267714071,0.165075034,0.331967213,0.015394484,0.006402158,0.013577586
NTT DoCoMo Regza T-02D,2012-07-01,2012.5,2799,Phone,2012,7,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.017025862,0.535840485,0.982974138,0.972418217,0.610969936,-0.14416578,0.156889495,0.331967213,0.027581783,0.009078646,0.017025862
NTT DoCoMo Sharp Aquos Phone Zeta SH-09D,2012-07-01,2012.5,2800,Phone,2012,7,NTT,"NTT DOCOMO, Inc",94,0.499984741,0.249999232,0.755888685,0.215827338,0.25203252,0.619047619,0.017241379,0.679202423,0.982758621,0.966645285,0.73883761,-0.207075501,0.165075034,0.331967213,0.033354715,0.011626662,0.017241379
Panasonic ELUGA Power,2012-07-01,2012.5,2801,Phone,2012,7,Panasonic,Panasonic,103,0.499984741,0.125838031,0.749885948,0.237410072,0.25203252,0.619047619,0.015732759,0.629227663,0.984267241,0.977549711,0.684660376,-0.206474262,0.173260573,0.356557377,0.022450289,0.010127829,0.015732759
Panasonic Eluga V P-06D,2012-07-01,2012.5,2802,Phone,2012,7,Panasonic,Panasonic,103,0.499984741,0.125838031,0.749885948,0.208633094,0.25203252,0.619047619,0.014439655,0.692579505,0.985560345,0.970493906,0.696892053,-0.258864204,0.159618008,0.327868852,0.029506094,0.009763827,0.014439655
RIM BlackBerry Curve 9310,2012-07-01,2012.5,2803,Phone,2012,7,RIM,BlackBerry Limited,21,0.249977111,0.008388246,0.399726275,0.050359712,0.089430894,0.103174603,0.009482759,0.301615346,0.990517241,0.95766517,-0.040718,-0.095729996,0.145975443,0.245901639,0.04233483,0.008350641,0.009482759
Samsung GT-B9120,2012-07-01,2012.5,2804,Phone,2012,7,Samsung,Samsung,113,0.499984741,0.249999232,0.599817517,0.115107914,0.154471545,0.380952381,0.027155172,0.59994952,0.972844828,0.920141116,0.496515887,-0.187946538,0.13888131,0.244672131,0.079858884,0.015330921,0.027155172
Samsung GT-i8530 Galaxy Beam,2012-07-01,2012.5,2805,Phone,2012,7,Samsung,Samsung,113,0.374980926,0.125838031,0.499771896,0.165467626,0.154471545,0.380952381,0.018383621,0.480060575,0.981616379,0.958627325,0.313692319,-0.121671887,0.157435198,0.307377049,0.041372675,0.011947841,0.018383621
Samsung SCH-R530 Galaxy S III LTE,2012-07-01,2012.5,2806,Phone,2012,7,Samsung,Samsung,113,1,0.249999232,0.755888685,0.223021583,0.25203252,0.619047619,0.015732759,0.659767794,0.984267241,0.98396408,0.998541095,-0.197863715,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759
Samsung SGH-i747 Galaxy S III LTE,2012-07-01,2012.5,2807,Phone,2012,7,Samsung,Samsung,113,1,0.499999488,0.755888685,0.223021583,0.25203252,0.619047619,0.017025862,0.659767794,0.982974138,0.98396408,1.081943667,-0.117893857,0.174897681,0.359016393,0.01603592,0.008307817,0.017025862
